state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,percent_votes,rank,Status
Andhra Pradesh,Narsapuram,GOTTUMUKKALA SHIVAJI,Independent,1273,0,1273,0.11,14,Lost
Andhra Pradesh,Narsapuram,GANJI PURNIMA,Republican Party of India (A),865,2,867,0.07,15,Lost
Andhra Pradesh,Narsapuram,GURUGUBILLI RAMBABU,Marxist Communist Party of India (United),582,0,582,0.05,16,Lost
Andhra Pradesh,Nellore,Adala Prabhakara Reddy,Yuvajana Sramika Rythu Congress Party,677014,6816,683830,53.13,1,Won
Andhra Pradesh,Nellore,Beeda Masthan Rao,Telugu Desam,529571,5688,535259,41.59,2,Lost
Andhra Pradesh,Nellore,Chandra Rajagopal,Communist Party of India  (Marxist),18571,259,18830,1.46,3,Lost
Andhra Pradesh,Nellore,NOTA,None of the Above,17128,33,17161,1.33,4,Lost
Andhra Pradesh,Nellore,Sannapureddy Suresh Reddy,Bharatiya Janata Party,12278,235,12513,0.97,5,Lost
Andhra Pradesh,Nellore,Chevuru Devakumar Reddy,Indian National Congress,9973,48,10021,0.78,6,Lost
Andhra Pradesh,Nellore,Narasapuram Prasad,Independent,2397,2,2399,0.19,7,Lost
Andhra Pradesh,Nellore,Dr. S. Suresh Babu,Independent,1482,0,1482,0.12,8,Lost
Andhra Pradesh,Nellore,Shaik Mahaboob Basha (Mabu),Republican Party of India (A),1317,2,1319,0.1,9,Lost
Andhra Pradesh,Nellore,Butti Nagaraju,Independent,1089,12,1101,0.09,10,Lost
Andhra Pradesh,Nellore,Sukapalli Naveen,Independent,1014,0,1014,0.08,11,Lost
Andhra Pradesh,Nellore,Chinni Venkateswarlu,Pyramid Party of India,836,5,841,0.07,12,Lost
Andhra Pradesh,Nellore,Kankanala Penchala Naidu,Independent,667,1,668,0.05,13,Lost
Andhra Pradesh,Nellore,Meda Malla Reddy,Independent,597,1,598,0.05,14,Lost
Andhra Pradesh,Ongole,MAGUNTA SREENIVASULU REDDY,Yuvajana Sramika Rythu Congress Party,729344,9858,739202,55.07,1,Won
Andhra Pradesh,Ongole,SIDDA RAGHAVA RAO,Telugu Desam,516287,8064,524351,39.06,2,Lost
Andhra Pradesh,Ongole,BELLAMKONDA SAIBABU,Janasena Party,29054,325,29379,2.19,3,Lost
Andhra Pradesh,Ongole,NOTA,None of the Above,20843,22,20865,1.55,4,Lost
Andhra Pradesh,Ongole,THOGANTI SREENIVASULU,Bharatiya Janata Party,7587,642,8229,0.61,5,Lost
Andhra Pradesh,Ongole,DR SIRIVELLA PRASAD,Indian National Congress,8001,138,8139,0.61,6,Lost
Andhra Pradesh,Ongole,MARAM SRINIVASA REDDY,Praja Shanthi Party,3253,5,3258,0.24,7,Lost
Andhra Pradesh,Ongole,VENKATESH VEPURI,Independent,3208,4,3212,0.24,8,Lost
Andhra Pradesh,Ongole,MOHAN AYYAPPA,Independent,1451,0,1451,0.11,9,Lost
Andhra Pradesh,Ongole,MADHU YATTAPU,Independent,1160,0,1160,0.09,10,Lost
Andhra Pradesh,Ongole,VENKATESAN BABURAO,India Praja Bandhu Party,1068,5,1073,0.08,11,Lost
Andhra Pradesh,Ongole,KONDA PRAVEEN KUMAR,Navodayam Party,805,6,811,0.06,12,Lost
Andhra Pradesh,Ongole,BILLA CHENNAIAH,Independent,671,2,673,0.05,13,Lost
Andhra Pradesh,Ongole,KAVURI VENU BABU NAIDU,Independent,564,1,565,0.04,14,Lost
Andhra Pradesh,Rajahmundry,MARGANI BHARAT,Yuvajana Sramika Rythu Congress Party,578471,3553,582024,46.55,1,Won
Andhra Pradesh,Rajahmundry,MAGANTI ROOPA,Telugu Desam,459100,1290,460390,36.82,2,Lost
Andhra Pradesh,Rajahmundry,AKULA SATYANARAYANA,Janasena Party,155164,643,155807,12.46,3,Lost
Andhra Pradesh,Rajahmundry,NOTA,None of the Above,18064,23,18087,1.45,4,Lost
Andhra Pradesh,Rajahmundry,NALLURI VIJAYA SRINIVASA RAO,Indian National Congress,12678,47,12725,1.02,5,Lost
Andhra Pradesh,Rajahmundry,PARAVASTU SATYA GOPINATH DAS,Bharatiya Janata Party,12165,169,12334,0.99,6,Lost
Andhra Pradesh,Rajahmundry,KOLLAPU VENU,Independent,2868,1,2869,0.23,7,Lost
Andhra Pradesh,Rajahmundry,GEDDAM DAVID NELSON BABU,Ambedkarite Party of India,1752,5,1757,0.14,8,Lost
Andhra Pradesh,Rajahmundry,KURUVELLA BHANUCHANDAR,Independent,1242,0,1242,0.1,9,Lost
Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,Pyramid Party of India,1156,5,1161,0.09,10,Lost
Andhra Pradesh,Rajahmundry,BANDARU RAJESWARA RAO,Jana Jagruti Party,1034,1,1035,0.08,11,Lost
Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,Rashtriya Praja Congress  (Secular),994,2,996,0.08,12,Lost
Andhra Pradesh,Rajampet,P.V.MIDHUN REDDY,Yuvajana Sramika Rythu Congress Party,695277,6934,702211,57.35,1,Won
Andhra Pradesh,Rajampet,D A SATHYA PRABHA,Telugu Desam,429710,4217,433927,35.44,2,Lost
Andhra Pradesh,Rajampet,SYED MUKARRAM,Janasena Party,33833,153,33986,2.78,3,Lost
Andhra Pradesh,Rajampet,NOTA,None of the Above,21289,50,21339,1.74,4,Lost
Andhra Pradesh,Rajampet,M.SHAJAHAN BASHA (JAHA),Indian National Congress,20959,191,21150,1.73,5,Lost
Andhra Pradesh,Rajampet,PASUPULETI VENKATARAMANA ROYAL,Independent,3809,12,3821,0.31,6,Lost
Andhra Pradesh,Rajampet,ASADI. VENKATADRI,Rashtriya Krantikari Samajwadi Party,3449,11,3460,0.28,7,Lost
Andhra Pradesh,Rajampet,NARESH KUMAR POOJALA,Independent,1761,7,1768,0.14,8,Lost
Andhra Pradesh,Rajampet,KHADER VALI SHAIK,Indian Union Muslim League,1555,2,1557,0.13,9,Lost
Andhra Pradesh,Rajampet,KARIMULLA KHAN PATTAN,Navataram Party,1132,3,1135,0.09,10,Lost
Andhra Pradesh,Srikakulam,KINJARAPU RAM MOHAN NAIDU,Telugu Desam,529213,5331,534544,46.19,1,Won
Andhra Pradesh,Srikakulam,DUVVADA SRINIVAS,Yuvajana Sramika Rythu Congress Party,520931,6960,527891,45.61,2,Lost
Andhra Pradesh,Srikakulam,METTA RAMARAO,Janasena Party,31319,637,31956,2.76,3,Lost
Andhra Pradesh,Srikakulam,NOTA,None of the Above,25500,45,25545,2.21,4,Lost
Andhra Pradesh,Srikakulam,DOLA JAGAN,Indian National Congress,13456,289,13745,1.19,5,Lost
Andhra Pradesh,Srikakulam,PERLA SAMBA MURTHY,Bharatiya Janata Party,7357,1033,8390,0.72,6,Lost
Andhra Pradesh,Srikakulam,NAIDUGARI RAJASEKHAR,Independent,5151,5,5156,0.45,7,Lost
Andhra Pradesh,Srikakulam,NAMBALLA KRISHNA MOHAN,Independent,4829,7,4836,0.42,8,Lost
Andhra Pradesh,Srikakulam,BETHA VIVEKANANDA MAHARAJ,Independent,3814,4,3818,0.33,9,Lost
Andhra Pradesh,Srikakulam,MATTA SATISH CHAKRAVARTHY,Pyramid Party of India,1441,7,1448,0.13,10,Lost
Andhra Pradesh,Tirupati,Balli Durga Prasad Rao,Yuvajana Sramika Rythu Congress Party,717924,4953,722877,55.03,1,Won
Andhra Pradesh,Tirupati,Panabaka Lakshmi,Telugu Desam,490605,3896,494501,37.65,2,Lost
Andhra Pradesh,Tirupati,NOTA,None of the Above,25750,31,25781,1.96,3,Lost
Andhra Pradesh,Tirupati,Chintamohan,Indian National Congress,23926,113,24039,1.83,4,Lost
Andhra Pradesh,Tirupati,Doctor Daggumati Sreehari Rao,Bahujan Samaj Party,20847,124,20971,1.6,5,Lost
Andhra Pradesh,Tirupati,Bommi Srihari Rao,Bharatiya Janata Party,16001,124,16125,1.23,6,Lost
Andhra Pradesh,Tirupati,K.S. Munirathnam,Independent,2117,2,2119,0.16,7,Lost
Andhra Pradesh,Tirupati,M. Solomon,Andhra Rastra Praja Samithi,1563,0,1563,0.12,8,Lost
Andhra Pradesh,Tirupati,Kattamanchi Prabhakar,Independent,1430,0,1430,0.11,9,Lost
Andhra Pradesh,Tirupati,Bokkam. Ramesh,Viduthalai Chiruthaigal Katchi,1194,1,1195,0.09,10,Lost
Andhra Pradesh,Tirupati,Karra Siva (Pyramid Siva),Pyramid Party of India,998,5,1003,0.08,11,Lost
Andhra Pradesh,Tirupati,Viruvuru Sudhakar,Vishwa Jana Party,995,3,998,0.08,12,Lost
Andhra Pradesh,Tirupati,"Neeruguttu Nagesh, M.A., Philosophy",Janapaalana Party (Democratic),912,1,913,0.07,13,Lost
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),Telugu Desam,573929,1569,575498,45.04,1,Won
Andhra Pradesh,Vijayawada,POTLURI.V.PRASAD ( P V P ),Yuvajana Sramika Rythu Congress Party,564174,2598,566772,44.36,2,Lost
Andhra Pradesh,Vijayawada,Muttamsetty Prasad babu,Janasena Party,81416,234,81650,6.39,3,Lost
Andhra Pradesh,Vijayawada,KILARU DILEEP,Bharatiya Janata Party,18411,93,18504,1.45,4,Lost
Andhra Pradesh,Vijayawada,NARAHARISETTY. NARASIMHARAO.,Indian National Congress,16204,57,16261,1.27,5,Lost
Andhra Pradesh,Vijayawada,NOTA,None of the Above,8889,22,8911,0.7,6,Lost
Andhra Pradesh,Vijayawada,ANDUKURI VIJAYA BHASKAR,India Praja Bandhu Party,2457,0,2457,0.19,7,Lost
Andhra Pradesh,Vijayawada,BOLISETTY HARI BABU,Independent,1739,0,1739,0.14,8,Lost
Andhra Pradesh,Vijayawada,MOHAMMAD ISHAQ,Independent,1218,0,1218,0.1,9,Lost
Andhra Pradesh,Vijayawada,ANIL KUMAR MADDINENI,Independent,1049,0,1049,0.08,10,Lost
Andhra Pradesh,Vijayawada,NANDINI NALLAGHATLA,Independent,951,2,953,0.07,11,Lost
Andhra Pradesh,Vijayawada,DHANEKULA GANDHI,Independent,687,1,688,0.05,12,Lost
Andhra Pradesh,Vijayawada,SEKHAR,Pyramid Party of India,683,2,685,0.05,13,Lost
Andhra Pradesh,Vijayawada,PADALA SIVA PRASAD,Navarang Congress Party,480,0,480,0.04,14,Lost
Andhra Pradesh,Vijayawada,DATLA LURDU MARY,Mundadugu Praja Party,433,1,434,0.03,15,Lost
Andhra Pradesh,Vijayawada,Sk. Riyaz,Indian Union Muslim League,412,0,412,0.03,16,Lost
Andhra Pradesh,Visakhapatnam,M V V SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,433968,2938,436906,35.24,1,Won
Andhra Pradesh,Visakhapatnam,BHARAT MATHUKUMILLI,Telugu Desam,431093,1399,432492,34.89,2,Lost
Andhra Pradesh,Visakhapatnam,V.V. LAKSHMI NARAYANA,Janasena Party,287072,1802,288874,23.3,3,Lost
Andhra Pradesh,Visakhapatnam,DAGGUBATI PURANDESWARI,Bharatiya Janata Party,33430,462,33892,2.73,4,Lost
Andhra Pradesh,Visakhapatnam,NOTA,None of the Above,16626,20,16646,1.34,5,Lost
Andhra Pradesh,Visakhapatnam,PEDADA. RAMANIKUMARI,Indian National Congress,14550,83,14633,1.18,6,Lost
Andhra Pradesh,Visakhapatnam,GEORGE BANGARI,Viduthalai Chiruthaigal Katchi,3027,1,3028,0.24,7,Lost
Andhra Pradesh,Visakhapatnam,DURGAPRASAD. GUNTU,Independent,2463,1,2464,0.2,8,Lost
Andhra Pradesh,Visakhapatnam,PULAPAKA RAJA SEKHAR,Independent,2294,0,2294,0.19,9,Lost
Andhra Pradesh,Visakhapatnam,ANMISH VARMA,Independent,1904,11,1915,0.15,10,Lost
Andhra Pradesh,Visakhapatnam,B. JAYA VENU GOPAL,Pyramid Party of India,1622,5,1627,0.13,11,Lost
Andhra Pradesh,Visakhapatnam,R. UDAYA GOWRI,Independent,1384,0,1384,0.11,12,Lost
Andhra Pradesh,Visakhapatnam,GANNU MALLAYYA,Independent,1311,2,1313,0.11,13,Lost
Andhra Pradesh,Visakhapatnam,KOTHAPALLI GEETHA,Independent,1155,3,1158,0.09,14,Lost
Andhra Pradesh,Visakhapatnam,GAMPALA SOMASUNDARAM,Independent,1127,1,1128,0.09,15,Lost
Andhra Pradesh,Vizianagaram,Bellana Chandra Sekhar,Yuvajana Sramika Rythu Congress Party,573466,4952,578418,47.49,1,Won
Andhra Pradesh,Vizianagaram,Ashok Gajapathi Raju Pusapati,Telugu Desam,527307,3075,530382,43.55,2,Lost
Andhra Pradesh,Vizianagaram,Mukka Srinivas Rao,Janasena Party,33779,413,34192,2.81,3,Lost
Andhra Pradesh,Vizianagaram,NOTA,None of the Above,29468,33,29501,2.42,4,Lost
Andhra Pradesh,Vizianagaram,Adiraju Yedla,Indian National Congress,15607,118,15725,1.29,5,Lost
Andhra Pradesh,Vizianagaram,Sanyasi Raju Pakalapati,Bharatiya Janata Party,6902,364,7266,0.6,6,Lost
Andhra Pradesh,Vizianagaram,Venkata Trindha Rao Veluri,Independent,6336,2,6338,0.52,7,Lost
Andhra Pradesh,Vizianagaram,P.V.A. Ananda Sagar,Samaanya Praja Party,4981,2,4983,0.41,8,Lost
Andhra Pradesh,Vizianagaram,Ijjurouthu Ramunaidu,Independent,4550,3,4553,0.37,9,Lost
Andhra Pradesh,Vizianagaram,Pentapati Rajesh,Independent,1461,1,1462,0.12,10,Lost
Andhra Pradesh,Vizianagaram,Chiranjeevi Lingala,Andhra Chaitanya Party,1261,2,1263,0.1,11,Lost
Andhra Pradesh,Vizianagaram,Dhanalakoti Ramana,Independent,1172,4,1176,0.1,12,Lost
Andhra Pradesh,Vizianagaram,Yella Rao Siyyadula,Independent,1010,0,1010,0.08,13,Lost
Andhra Pradesh,Vizianagaram,Surya Bhavani. K,Pyramid Party of India,822,8,830,0.07,14,Lost
Andhra Pradesh,Vizianagaram,Lagudu. Govinda Rao,Jana Jagruti Party,787,4,791,0.06,15,Lost
Arunachal Pradesh,ARUNACHAL EAST,Tapir Gao,Bharatiya Janata Party,148567,5316,153883,52.38,1,Won
Arunachal Pradesh,ARUNACHAL EAST,Lowangcha Wanglat,Indian National Congress,80378,3557,83935,28.57,2,Lost
Arunachal Pradesh,ARUNACHAL EAST,Mongol Yomso,People's Party of Arunachal,22160,777,22937,7.81,3,Lost
Arunachal Pradesh,ARUNACHAL EAST,Bandey Mili,Janata Dal  (Secular),15304,654,15958,5.43,4,Lost
Arunachal Pradesh,ARUNACHAL EAST,C. C. Singpho,Independent,10955,538,11493,3.91,5,Lost
Arunachal Pradesh,ARUNACHAL EAST,NOTA,None of the Above,5490,85,5575,1.9,6,Lost
Arunachal Pradesh,ARUNACHAL WEST,KIREN RIJIJU,Bharatiya Janata Party,216494,9302,225796,63.02,1,Won
Arunachal Pradesh,ARUNACHAL WEST,NABAM TUKI,Indian National Congress,49362,1591,50953,14.22,2,Lost
Arunachal Pradesh,ARUNACHAL WEST,JARJUM ETE,Janata Dal  (Secular),41509,2410,43919,12.26,3,Lost
Arunachal Pradesh,ARUNACHAL WEST,KHYODA APIK,National People's Party,26530,589,27119,7.57,4,Lost
Arunachal Pradesh,ARUNACHAL WEST,SUBU KECHI,People's Party of Arunachal,4633,133,4766,1.33,5,Lost
Arunachal Pradesh,ARUNACHAL WEST,RUMAK JOMOH,Independent,1878,68,1946,0.54,6,Lost
Arunachal Pradesh,ARUNACHAL WEST,JOMIN NYOKIR KARA,All India Forward Bloc,1879,42,1921,0.54,7,Lost
Arunachal Pradesh,ARUNACHAL WEST,NOTA,None of the Above,1837,52,1889,0.53,8,Lost
Assam,Autonomous District,HOREN SING BEY,Bharatiya Janata Party,380183,1133,381316,61.73,1,Won
Assam,Autonomous District,BIREN SINGH ENGTI,Indian National Congress,141344,346,141690,22.94,2,Lost
Assam,Autonomous District,JONES INGTI KATHAR,Independent,39425,158,39583,6.41,3,Lost
Assam,Autonomous District,HOLIRAM TERANG,Autonomous State Demand Committee,36840,75,36915,5.98,4,Lost
Assam,Autonomous District,LIENKHOCHON,National People's Party,9920,117,10037,1.62,5,Lost
Assam,Autonomous District,NOTA,None of the Above,8160,34,8194,1.33,6,Lost
Assam,Barpeta,Abdul Khaleque,Indian National Congress,643441,1732,645173,44.23,1,Won
Assam,Barpeta,Kumar Deepak Das,Asom Gana Parishad,501319,3547,504866,34.61,2,Lost
Assam,Barpeta,Rafiqul Islam,All India United Democratic Front,248360,307,248667,17.05,3,Lost
Assam,Barpeta,Ashahak Ali Dewan,All India Trinamool Congress,20405,61,20466,1.4,4,Lost
Assam,Barpeta,NOTA,None of the Above,9648,86,9734,0.67,5,Lost
Assam,Barpeta,Santanu Mukherjee,Bharatiya Gana Parishad,5279,129,5408,0.37,6,Lost
Assam,Barpeta,Matiar Rahman,The National Road Map Party of India,3970,3,3973,0.27,7,Lost
Assam,Barpeta,Aroon Barooa,Purvanchal Janta Party (Secular),3424,194,3618,0.25,8,Lost
Assam,Barpeta,Saniara Parbin,Voters Party  International,3391,46,3437,0.24,9,Lost
Assam,Barpeta,Rejaul Karim,Republican Party of India (A),3345,5,3350,0.23,10,Lost
Assam,Barpeta,Arfan Ali,Independent,2780,19,2799,0.19,11,Lost
Assam,Barpeta,Pranabjyoti Das Rajbonshi,National People's Party,2390,72,2462,0.17,12,Lost
Assam,Barpeta,Chitralekha Das,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),2322,60,2382,0.16,13,Lost
Assam,Barpeta,Bhadreswar Barman,National Republican Congress,2164,50,2214,0.15,14,Lost
Assam,Dhubri,BADRUDDIN AJMAL,All India United Democratic Front,718131,633,718764,42.66,1,Won
Assam,Dhubri,ABU TAHER BEPARI,Indian National Congress,492086,420,492506,29.23,2,Lost
Assam,Dhubri,ZABED ISLAM,Asom Gana Parishad,398770,963,399733,23.72,3,Lost
Assam,Dhubri,NURUL ISLAM CHOUDHURY,All India Trinamool Congress,12865,30,12895,0.77,4,Lost
Assam,Dhubri,NOTA,None of the Above,8963,15,8978,0.53,5,Lost
Assam,Dhubri,ALAKESH ROY,Hindusthan Nirman Dal,7717,63,7780,0.46,6,Lost
Assam,Dhubri,SHUKUR ALI,Independent,7765,9,7774,0.46,7,Lost
Assam,Dhubri,SHAJAHAN SHEIKH,Voters Party  International,5625,3,5628,0.33,8,Lost
Assam,Dhubri,ANAMIKA SARKAR,Independent,5566,23,5589,0.33,9,Lost
Assam,Dhubri,RUKUNUR ZAMAN,Independent,4393,0,4393,0.26,10,Lost
Assam,Dhubri,SURAT JAMAN MONDAL,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4304,21,4325,0.26,11,Lost
Assam,Dhubri,MEHBUBAR RAHMAN,Republican Party of India (A),4249,1,4250,0.25,12,Lost
Assam,Dhubri,MIR HUSSAIN SARKAR,Independent,4138,0,4138,0.25,13,Lost
Assam,Dhubri,UTTAM KUMAR RAY,Independent,3290,31,3321,0.2,14,Lost
Assam,Dhubri,JOHIRUL ISLAM KHAN,Purvanchal Janta Party (Secular),2846,13,2859,0.17,15,Lost
Assam,Dhubri,NRIPEN DAS,Bharatiya National Janta Dal,1908,164,2072,0.12,16,Lost
Assam,Dibrugarh,RAMESWAR TELI,Bharatiya Janata Party,657983,1600,659583,64.94,1,Won
Assam,Dibrugarh,PABAN SINGH GHATOWAR,Indian National Congress,294663,354,295017,29.04,2,Lost
Assam,Dibrugarh,NOTA,None of the Above,21240,48,21288,2.1,3,Lost
Assam,Dibrugarh,BHABEN BARUAH,National People's Party,9687,31,9718,0.96,4,Lost
Assam,Dibrugarh,RUBUL BURAGOHAIN,Independent,8102,10,8112,0.8,5,Lost
Assam,Dibrugarh,DR. TITUS BHENGRA,Bahujan Mukti Party,6930,3,6933,0.68,6,Lost
Assam,Dibrugarh,ISRAIL NANDA,Independent,5684,3,5687,0.56,7,Lost
Assam,Dibrugarh,NURUL HUDA IMDADUL ISLAM SAIKIA,Independent,5598,1,5599,0.55,8,Lost
Assam,Dibrugarh,APURBA SAIKIA,Independent,3790,21,3811,0.38,9,Lost
Assam,Gauhati,QUEEN OJA,Bharatiya Janata Party,1007156,1780,1008936,57.2,1,Won
Assam,Gauhati,BOBBEETA SHARMA,Indian National Congress,662776,554,663330,37.61,2,Lost
Assam,Gauhati,UPAMANYU HAZARIKA,Independent,21114,79,21193,1.2,3,Lost
Assam,Gauhati,NOTA,None of the Above,10442,24,10466,0.59,4,Lost
Assam,Gauhati,MANOJ SHARMA,All India Trinamool Congress,10135,6,10141,0.57,5,Lost
Assam,Gauhati,FARUK AHMED BHUYAN,Independent,9043,1,9044,0.51,6,Lost
Assam,Gauhati,SHANKHA SINHA,Independent,7847,2,7849,0.45,7,Lost
Assam,Gauhati,JUNMONI DEVI KHAUND,Independent,5479,4,5483,0.31,8,Lost
Assam,Gauhati,PANKAJ DAS,Swarna Bharat Party,4102,8,4110,0.23,9,Lost
Assam,Gauhati,SADEK ALI,Republican Party of India (A),3645,5,3650,0.21,10,Lost
Assam,Gauhati,ALIMUDDIN AHMED,Independent,2833,3,2836,0.16,11,Lost
Assam,Gauhati,UTPAL BORGOHAIN,Independent,2748,5,2753,0.16,12,Lost
Assam,Gauhati,PARTHA PRATIM BARUAH,Voters Party  International,2587,3,2590,0.15,13,Lost
Assam,Gauhati,MAMONI SARMA,Purvanchal Janta Party (Secular),2451,5,2456,0.14,14,Lost
Assam,Gauhati,RATUL KUMAR CHOUDHURY,Samajwadi Party,2378,5,2383,0.14,15,Lost
Assam,Gauhati,AVIJIT CHAKRABORTY,Bharatiya Gana Parishad,2335,16,2351,0.13,16,Lost
Assam,Gauhati,RAJIB KAKATI,Hindusthan Nirman Dal,2119,3,2122,0.12,17,Lost
Assam,Gauhati,RUBI NEOG,National Republican Congress,2050,14,2064,0.12,18,Lost
Assam,Jorhat,TOPON KUMAR GOGOI,Bharatiya Janata Party,540942,2346,543288,51.35,1,Won
Assam,Jorhat,SUSHANTA BORGOHAIN,Indian National Congress,459480,1155,460635,43.54,2,Lost
Assam,Jorhat,KANAK GOGOI,Communist Party of India,17759,90,17849,1.69,3,Lost
Assam,Jorhat,NOTA,None of the Above,12536,33,12569,1.19,4,Lost
Assam,Jorhat,RIBULAYA GOGOI,All India Trinamool Congress,6058,63,6121,0.58,5,Lost
Assam,Jorhat,NANDITA NAG,Independent,5467,14,5481,0.52,6,Lost
Assam,Jorhat,KAMALA RAJ KONWAR,National People's Party,4989,7,4996,0.47,7,Lost
Assam,Jorhat,ARBIN KUMAR BORUAH,Independent,3577,11,3588,0.34,8,Lost
Assam,Jorhat,RAJ KUMAR DUWARA,All India Forward Bloc,3431,7,3438,0.32,9,Lost
Assam,Kaliabor,Gaurav Gogoi,Indian National Congress,785014,1078,786092,55.18,1,Won
Assam,Kaliabor,Moni Madhab Mahanta,Asom Gana Parishad,574456,1642,576098,40.44,2,Lost
Assam,Kaliabor,Sri Jiten Gogoi,Independent,18253,91,18344,1.29,3,Lost
Assam,Kaliabor,NOTA,None of the Above,15845,68,15913,1.12,4,Lost
Assam,Kaliabor,Abdul Aziz,National People's Party,9880,23,9903,0.7,5,Lost
Assam,Kaliabor,Sri Bhaskar Sarmah,Independent,7316,39,7355,0.52,6,Lost
Assam,Kaliabor,Shree Diganta Kumar Saikia,Hindusthan Nirman Dal,5650,62,5712,0.4,7,Lost
Assam,Kaliabor,Md. Hariqul Islam Bhuyan,Asom Jana Morcha,5257,13,5270,0.37,8,Lost
Assam,Karimganj,KRIPANATH MALLAH,Bharatiya Janata Party,471946,1100,473046,44.62,1,Won
Assam,Karimganj,RADHESHYAM BISWAS,All India United Democratic Front,434519,138,434657,41,2,Lost
Assam,Karimganj,SWARUP DAS,Indian National Congress,120293,159,120452,11.36,3,Lost
Assam,Karimganj,NOTA,None of the Above,6548,7,6555,0.62,4,Lost
Assam,Karimganj,CHANDAN DAS,All India Trinamool Congress,4848,22,4870,0.46,5,Lost
Assam,Karimganj,SATYAJIT DAS,Independent,2986,2,2988,0.28,6,Lost
Assam,Karimganj,HARILAL RABIDAS,Independent,2821,1,2822,0.27,7,Lost
Assam,Karimganj,PARIKSHIT ROY,Independent,2765,0,2765,0.26,8,Lost
Assam,Karimganj,NIKHIL RANJAN DAS,Hindusthan Nirman Dal,2518,1,2519,0.24,9,Lost
Assam,Karimganj,RAJU DAS,Independent,2107,4,2111,0.2,10,Lost
Assam,Karimganj,RAMNARAYAN SUKLABAIDYA,Independent,1795,0,1795,0.17,11,Lost
Assam,Karimganj,RABINDRA CHANDRA DAS,Independent,1714,5,1719,0.16,12,Lost
Assam,Karimganj,AJOY KUMAR SARKAR,All India Forward Bloc,1537,1,1538,0.15,13,Lost
Assam,Karimganj,PROBASH CHANDRA SARKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),1165,1,1166,0.11,14,Lost
Assam,Karimganj,ANUPAM SINGHA,Independent,1057,12,1069,0.1,15,Lost
Assam,Kokrajhar,Naba Kumar Sarania,Independent,482556,2004,484560,32.75,1,Won
Assam,Kokrajhar,Pramila Rani Brahma,Bodoland Peoples Front,443410,3364,446774,30.2,2,Lost
Assam,Kokrajhar,Urkhao Gwra Brahma,"United People‰Ûªs Party, Liberal",309736,2699,312435,21.12,3,Lost
Assam,Kokrajhar,Sabda Ram Rabha,Indian National Congress,146251,867,147118,9.94,4,Lost
Assam,Kokrajhar,Biraj Deka,Communist Party of India  (Marxist),27804,324,28128,1.9,5,Lost
Assam,Kokrajhar,NOTA,None of the Above,15867,121,15988,1.08,6,Lost
Assam,Kokrajhar,Rajesh Narzary,Voters Party  International,13866,42,13908,0.94,7,Lost
Assam,Kokrajhar,Ranjoy Kr. Brahma,Independent,10733,55,10788,0.73,8,Lost
Assam,Kokrajhar,Prasanjit Kumar Das,Independent,9822,137,9959,0.67,9,Lost
Assam,Kokrajhar,Charan Iswary,Purvanchal Janta Party (Secular),9519,308,9827,0.66,10,Lost
Assam,Lakhimpur,PRADAN BARUAH,Bharatiya Janata Party,774017,2389,776406,60.49,1,Won
Assam,Lakhimpur,ANIL BORGOHAIN,Indian National Congress,425002,853,425855,33.18,2,Lost
Assam,Lakhimpur,NOTA,None of the Above,15187,33,15220,1.19,3,Lost
Assam,Lakhimpur,ARUP KALITA,Communist Party of India,13357,21,13378,1.04,4,Lost
Assam,Lakhimpur,AMIYA KUMAR HANDIQUE,Communist Party of India  (Marxist),12746,63,12809,1,5,Lost
Assam,Lakhimpur,UBAIDUR RAHMAN,Asom Jana Morcha,8738,0,8738,0.68,6,Lost
Assam,Lakhimpur,DILIP MORAN,Assam Dristi Party,8196,89,8285,0.65,7,Lost
Assam,Lakhimpur,BHUPEN NARAH,Voters Party  International,5566,15,5581,0.43,8,Lost
Assam,Lakhimpur,PROBHU LAL VAISNAVA,Independent,4858,8,4866,0.38,9,Lost
Assam,Lakhimpur,ANUP PRATIM BORBARUAH,Nationalist Congress Party,4463,64,4527,0.35,10,Lost
Assam,Lakhimpur,HEM KANTA MIRI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),4009,25,4034,0.31,11,Lost
Assam,Lakhimpur,AMBAZ UDDIN,Independent,3889,1,3890,0.3,12,Lost
Assam,Mangaldoi,DILIP SAIKIA,Bharatiya Janata Party,732740,2729,735469,48.83,1,Won
Assam,Mangaldoi,BHUBANESWAR KALITA,Indian National Congress,595845,1079,596924,39.63,2,Lost
Assam,Mangaldoi,PRODEEP KUMAR DAIMARY,"United People‰Ûªs Party, Liberal",103402,468,103870,6.9,3,Lost
Assam,Mangaldoi,NOTA,None of the Above,18495,23,18518,1.23,4,Lost
Assam,Mangaldoi,GANDHESHWAR MOCHAHARI,Voters Party  International,11212,33,11245,0.75,5,Lost
